id товара;наименование;ссылка на товар;промо цена;регулярная цена;бренд
459849;Кофе Jardin Colombia Medelin растворимый сублимированный, 150г;https://online.metro-cc.ru/products/jardin-sublimirovannyj-colombia-medelin-150g;479;479;JARDIN
241736;Кофе Coffesso Allure зерновой, 1кг;https://online.metro-cc.ru/products/1kg-kofe-coffesso-allure-zerno;1 199;1 429;COFFESSO
218711;Кофе Poetti Leggenda Original в зернах, 250г;https://online.metro-cc.ru/products/250g-kofe-poetti-leggenda-original-v-zernah;399;429;POETTI
228778;Кофе Fresco Horeca arabica в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-fresco-horeca-arabica-zerno;1 099;1 419;FRESCO
590985;Кофе Egoiste Very Special растворимый сублимированный, 100г;https://online.metro-cc.ru/products/egoiste-sublimirovannyj-very-special-100g;899;899;EGOISTE
456926;Кофе Dallmayr Crema d'Oro натуральный жареный в зернах, 1кг;https://online.metro-cc.ru/products/dallmayr-v-zernah-naturalnyj-zharenyj-crema-d-039oro-1kg;2 299;2 299;DALLMAYR
208702;Кофе Lavazza Expert Crema-Aroma в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-lavazza-expert-cremaaroma-v-zernah;2 209;2 209;LAVAZZA
246069;Кофе Alta Roma Rwanda зерновой, 1кг;https://online.metro-cc.ru/products/1kg-kofe-alta-roma-rwanda-zernovoy;2 199;2 349;ALTA ROMA
220012;Кофе Julius Meinl Espresso Deluxe в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-julius-meinl-espresso-deluxe-zerno;2 379;2 379;JULIUS MEINL
59569;Кофе Illy Brazil arabica selection в зернах, 250г;https://online.metro-cc.ru/products/illy-arabika-250-g;1 149;1 149;ILLY
637205;Кофе в капсулах L’or Espresso Splendente для кофемашин Nespresso 10шт, 52г;https://online.metro-cc.ru/products/lor-espresso-52-g;379;399;L'OR
32458;Кофе Lavazza Qualita Rossa молотый, 250г;https://online.metro-cc.ru/products/lavazza-rossa-250g;559;559;LAVAZZA
32457;Кофе Lavazza Espresso Italiano Classico молотый, 250г;https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-espresso-250g;729;729;LAVAZZA
230024;Кофе Illy без кофеина в зернах, 250г;https://online.metro-cc.ru/products/kofe-illy-bez-kofeina-zernovoy-250g;1 149;1 369;ILLY
228421;Кофе Verle Decaf в дрип-пакетах 6шт, 66г;https://online.metro-cc.ru/products/6shth11g-kofe-verle-decaf-v-drip-paketah;429;429;VERLE
433965;Кофе Nescafe Gold растворимый, 190г;https://online.metro-cc.ru/products/nescafe-gold-190g;599;699;NESCAFE
133725;Напиток кофейный Nescafe Strong 3в1 20 пакетиков, 290г;https://online.metro-cc.ru/products/20x145g-kofejnyj-napitok-nescafe-3v1-krepkij;249;309;NESCAFE
229954;Кофе Nescafe Classic растворимый порошкообразный с добавлением натурального жареного молотого кофе, 750г;https://online.metro-cc.ru/products/750g-kofe-nescafe-classic-rastvorimyy;1 709;1 709;NESCAFE
227302;Кофе Черная Карта молотый для турки, 250г;https://online.metro-cc.ru/products/250-kofe-chernaya-karta-molotyy-dlya-turki;199;237;ЧЕРНАЯ КАРТА
226466;Кофе Alta Roma Caffe Latte в зернах, 1кг;https://online.metro-cc.ru/products/kofe-alta-roma-caffe-latte-v-zernakh-1kg;989;1 059;ALTA ROMA
241741;Кофе Coffesso Colombia Tinto молотый (10г x 5шт), 50г;https://online.metro-cc.ru/products/5shth10g-kofe-coffesso-colombia-tinto-molotyy-drip-paket;199;213;COFFESSO
238899;Кофе Jardin Mocaccino 3в1 (18г x 8шт), 144г;https://online.metro-cc.ru/products/8shth18g-kofe-jardin-mokachino-3v1;289;289;JARDIN
235416;Кофе Miscela D'Oro Espresso Robusto в зернах, 1кг;https://online.metro-cc.ru/products/kofe-miscela-doro-espresso-robusto-v-zernah-1kg;1 699;1 949;MISCELA D'ORO
107074;Кофе Carraro Primo Mattino в зернах, 1кг;https://online.metro-cc.ru/products/v-zernah-carraro-primo-mattino-1-kg;1 599;1 789;CARRARO
505974;Кофе Черная Карта в зернах, 1кг;https://online.metro-cc.ru/products/chernaya-karta-paketirovannyj-1kg;949;1 049;ЧЕРНАЯ КАРТА
226335;Кофе в капсулах Carte Noire Lungo Profond для кофемашин Nespresso 10шт, 52г;https://online.metro-cc.ru/products/10shth52g-kofe-carte-noire-lungo-profond-v-kapsulah;379;449;CARTE NOIRE
533474;Кофе Jardin Espresso di Milano натуральный молотый жареный, 250г;https://online.metro-cc.ru/products/jardin-naturalnyj-zharenyj-espresso-di-milano-250g;469;469;JARDIN
119135;Кофе в капсулах Jardin Allonge Smooth&Silky для кофемашин Nespresso 10шт, 50г;https://online.metro-cc.ru/products/10h5g-jardin-allonge;279;399;JARDIN
101496;Кофе Jardin Dessert Capuccino в зернах, 1кг;https://online.metro-cc.ru/products/jardin-dessert-capuccino-1000g;1 689;1 689;JARDIN
629006;Кофе Kimbo Espresso в зернах, 1кг;https://online.metro-cc.ru/products/kimbo-espresso-v-zernah-1-kg;1 899;1 999;KIMBO
407891;Кофе Egoiste Special растворимый сублимированный с молотым, 100г;https://online.metro-cc.ru/products/egoiste-sublimirovannnyj-s-molotym-special-100g;899;899;EGOISTE
219223;Кофе Coferium Strong в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-coferium-strong-v-zernah;929;979;COFERIUM
231689;Кофе Torabika Creamy Latte растворимый (30г x 20шт), 600г;https://online.metro-cc.ru/products/20shtx30g-kofe-torabica-creamy-latte-rastvorimyy;339;379;TORABIKA
241738;Кофе Coffesso Ethiopia Origin молотый (10г x 5шт), 50г;https://online.metro-cc.ru/products/5shth10g-kofe-coffesso-ethiopia-origin-molotyy-drip-paket;199;213;COFFESSO
107073;Кофе Carraro Crema Italiano в зернах, 1кг;https://online.metro-cc.ru/products/v-zernah-caffe-carraro-crema-italiano-1-kg;1 599;1 769;CARRARO
206309;Кофе Origo Professional Star эспрессо в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-origo-professional-star-espresso-zerno;2 159;2 159;ORIGO
231690;Кофе Torabika Brown растворимый (25г x 20шт), 500г;https://online.metro-cc.ru/products/20shtx25g-kofe-torabica-braun-rastvorimyy;279;293;TORABIKA
230296;Кофе Monarch Gold растворимый, 190г;https://online.metro-cc.ru/products/kofe-monarch-gold-rastvorimyy-190g;599;709;MONARCH
228419;Кофе Verle Central America в дрип-пакетах 6шт, 66г;https://online.metro-cc.ru/products/6shth11g-kofe-verle-central-america-v-drip-paketah;399;399;VERLE
124058;Кофе Nescafe Classic растворимый, 320г;https://online.metro-cc.ru/products/320g-nescafe-classic-paket;499;569;NESCAFE
654817;Кофе Julius Meinl Trend Collection Espresso Classico в зернах, 1кг;https://online.metro-cc.ru/products/julius-meinl-espresso-trend-1kg;1 499;1 679;JULIUS MEINL
8415;Кофе Nescafe Gold растворимый, 190г;https://online.metro-cc.ru/products/nescafe-sublimirovannyj-gold-190g;539;799;NESCAFE
243162;Кофе Живой кофе Mokka Африка зерновой, 800г;https://online.metro-cc.ru/products/800g-zhivoy-kofe-mokka-afrika-zerno;1 669;1 669;ЖИВОЙ КОФЕ
226521;Напиток кофейный MacCoffee 3в1 со сгущенным молоком порционный (20г x 10шт), 200г;https://online.metro-cc.ru/products/10shth20g-kofe-maccoffee-3v1-sguschennoe-moloko-portsionnyy;129;136;MACCOFFEE
637206;Кофе в капсулах L’or Espresso Delizioso для кофемашин Nespresso 10шт, 52г;https://online.metro-cc.ru/products/lor-espresso-delizioso-52-g;379;399;L'OR
223096;Кофе в капсулах Absolut Drive Americano Original для кофемашин Dolce Gusto 16шт, 128г;https://online.metro-cc.ru/products/16shth8g-kofe-absolut-amerikano-kapsuly-dg;399;469;ABSOLUT
43053;Кофе Lavazza Qualita Oro молотый, 250г;https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-oro-250g-43053;719;719;LAVAZZA
666412;Кофе Carte Noire Privilege сублимированный, 95г;https://online.metro-cc.ru/products/carte-noire-privilege-sublimirovannyj-95-g;499;499;CARTE NOIRE
636530;Кофе Egoiste Espresso в зернах, 250г;https://online.metro-cc.ru/products/egoiste-espresso-250g;499;639;EGOISTE
226348;Кофе Carte Noire Elegant растворимый, 95г;https://online.metro-cc.ru/products/95g-kofe-carte-noire-elegant-rastvorimyy-stb;479;559;CARTE NOIRE
655858;Кофе Jacobs Espresso жареный в зернах, 1кг;https://online.metro-cc.ru/products/jacobs-espresso-zernovoj-1kg;1 409;1 409;JACOBS
633254;Кофе Jardin Эспрессо ди Милано в зернах, 1кг;https://online.metro-cc.ru/products/jardin-v-zernah-naturalnyj-zharenyj-espresso-di-milano-1kg;1 409;1 409;JARDIN
219222;Кофе Coferium White roast в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-coferium-white-roast-v-zernah;1 199;1 469;COFERIUM
240200;Кофе Monarch Crema натуральный жареный в зернах, 1кг;https://online.metro-cc.ru/products/1kg-kofe-monarch-crema-zharenyy-v-zyornah;1 399;1 909;MONARCH
224738;Кофе Monarch Original растворимый, 47.5г;https://online.metro-cc.ru/products/475g-kofe-monarch-original-rastvorimyy-st;179;237;MONARCH
238552;Кофе Monarch Original растворимый, 75г;https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-75g;239;279;MONARCH
228420;Кофе Verle Africa в дрип-пакетах 6шт, 66г;https://online.metro-cc.ru/products/6shth11g-kofe-verle-africa-v-drip-paketah;439;439;VERLE
112991;Кофе Carraro Qualita Oro в зернах, 500г;https://online.metro-cc.ru/products/v-zernah-carraro-qualita-oro-500-g;1 229;1 229;CARRARO
241733;Кофе Coffesso Massimo зерновой, 1кг;https://online.metro-cc.ru/products/1kg-kofe-coffesso-massimo-zerno;1 319;1 579;COFFESSO
119137;Кофе в капсулах Jardin Vivo Mild&Fruity для кофемашин Nespresso 10шт, 50г;https://online.metro-cc.ru/products/10h5g-jardin-vivo;279;399;JARDIN
201556;Кофе Carte Noire Intense Absolu в зернах, 800г;https://online.metro-cc.ru/products/800g-kofe-carte-noire-intense-absolu-zernovoy;1 199;1 329;CARTE NOIRE
77948;Кофе Julius Meinl Эспрессо в зернах, 500г;https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-president-grande-espresso-500g;1 439;1 439;JULIUS MEINL
226339;Кофе Lebo Принц Лебо молотый для турки, 100г;https://online.metro-cc.ru/products/100g-kofe-lebo-prints-lebo-molotyy-dturki;119;130;LEBO
209743;Кофе Egoiste Private растворимый, 100г;https://online.metro-cc.ru/products/100g-kofe-egoiste-private-rastvorimyy;1 099;1 099;EGOISTE
634928;Кофе Черная Карта в зернах, 250г;https://online.metro-cc.ru/products/250g-kofe-chernaya-karta-zerno;249;295;ЧЕРНАЯ КАРТА
415027;Кофе Nescafe Gold растворимый, 95г;https://online.metro-cc.ru/products/nescafe-gold-steklo-95g-415027;319;319;NESCAFE
226344;Кофе в капсулах Lebo Americano для кофемашин Dolce Gusto 16шт, 136г;https://online.metro-cc.ru/products/16shth85g-kofe-lebo-americano-v-kapsulah;629;689;LEBO
70210;Кофе Nescafe Classic растворимый, 95г;https://online.metro-cc.ru/products/nescafe-classic-naturalnyj-st-b-95g;219;239;NESCAFE
238558;Кофе Monarch Miligrano растворимый с молотым, 70г;https://online.metro-cc.ru/products/kofe-monarch-miligrano-rastvorimyy-s-molotym-70g;249;389;MONARCH
551849;Кофе Nescafe Classic Crema растворимый, 95г;https://online.metro-cc.ru/products/nescafe-classic-crema-95-g;239;239;NESCAFE
